"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","ARO","V17","V18","V19","V20","V21","V22","ARG.class","gene","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.030_155_843.BLA",1,965,"+","(Bla)blaSGM-1","1-965/966","===============","0/0",99.9,82.38,"argannot","NG_049983:101-1066","(Bla)blaSGM-1",NA,"ARO:3006987","SGM-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaSGM-1","ABRicate-ARGANNOT",82.38,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.030_304_057.UNKNOWN",29,565,"+","(Gly)VanY_Ng","23-559/591","===============","0/0",90.86,86.22,"argannot","NG_048515:101-691","(Gly)VanY_Ng",NA,"ARO:3002956","vanY gene in vanB cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","VanY_Ng","ABRicate-ARGANNOT",86.22,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.030_362_267.UNKNOWN",142,869,"+","(Bla)blaOXA-209","1-728/825","========/=====.","5/6",87.88,81.81,"argannot","JF268688:5408-6232","(Bla)blaOXA-209",NA,"ARO:3001809","OXA-209","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-209","ABRicate-ARGANNOT",81.81,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.030_366_398.BLA",7,910,"+","(Bla)blaCBP-1","7-910/927","========/======","2/6",97.2,82.47,"argannot","NG_048756:1-927","(Bla)blaCBP-1",NA,"ARO:3004764","CBP-1","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","Bla","blaCBP-1","ABRicate-ARGANNOT",82.47,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.030_406_770.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,82.23,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",82.23,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.030_407_721.MEXF",1,3120,"+","(Flq)OqxBgb","1-3120/3153","===============","0/0",98.95,89.45,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",89.45,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.030_515_643.VANYB",180,869,"+","(Gly)vanY-M","3-692/702","===============","0/0",98.29,81.88,"argannot","FJ349556:3057-3758","(Gly)vanY-M",NA,"ARO:3002961","vanY gene in vanM cluster","Perfect","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanY-M","ABRicate-ARGANNOT",81.88,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.030_525_763.CPHA",1,723,"+","(Bla)blaJOHN-1","1-723/747","===============","0/0",96.79,84.79,"argannot","AY02846:443-1189","(Bla)blaJOHN-1",NA,"ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaJOHN-1","ABRicate-ARGANNOT",84.79,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.030_569_824.CAT",4,578,"+","(Phe)catB7","7-581/639","========/=====.","2/2",89.83,80.03,"argannot","AF036933:177-815","(Phe)catB7",NA,"ARO:3002679","Pseudomonas aeruginosa catB7","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","Phe","catB7","ABRicate-ARGANNOT",80.03,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.030_585_407.MEXE",1,1176,"+","(Flq)OqxA","1-1176/1176","===============","0/0",100,85.8,"argannot","EU370913:46652-47827","(Flq)OqxA",NA,"ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxA","ABRicate-ARGANNOT",85.8,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.030_585_408.MEXF",1,3153,"+","(Flq)OqxBgb","1-3153/3153","===============","0/0",100,89.03,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",89.03,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.030_586_219.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,80.23,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",80.23,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.030_589_020.ERMX",1,801,"+","(MLS)erm(F)","1-801/801","===============","0/0",100,92.39,"argannot","M14730:241-1041","(MLS)erm(F)",NA,"ARO:3000498","ErmF","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","MLS","erm(F)","ABRicate-ARGANNOT",92.39,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.030_602_155.VANX",1,599,"+","(Gly)vanX-Sc","1-599/609","========/======","3/4",98.03,80.53,"argannot","AL939117:55404-56012","(Gly)vanX-Sc",NA,"ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanX-Sc","ABRicate-ARGANNOT",80.53,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.030_604_844.SCLAV_1483",46,960,"+","(MLS)ole(C)","7-921/978","========/======","9/12",92.94,80.24,"argannot","L06249:1528-2505","(MLS)ole(C)",NA,"ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","MLS","ole(C)","ABRicate-ARGANNOT",80.24,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.030_819_987.MBL1",1,879,"+","(Bla)BJP-1","1-876/885","========/======","2/3",98.98,86.12,"argannot","NG_048709:101-985","(Bla)BJP-1",NA,"ARO:3000856","BJP-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","BJP-1","ABRicate-ARGANNOT",86.12,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.030_854_317.UNKNOWN",5,541,"+","(Gly)VanY_Ng","23-559/591","===============","0/0",90.86,86.41,"argannot","NG_048515:101-691","(Gly)VanY_Ng",NA,"ARO:3002956","vanY gene in vanB cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","VanY_Ng","ABRicate-ARGANNOT",86.41,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.030_934_966.BLA",23,792,"+","(Bla)blaBAT-1","23-795/807","========/======","1/3",95.42,80.21,"argannot","NG_050940:101-907","(Bla)blaBAT-1",NA,"ARO:3004747","BAT-1","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaBAT-1","ABRicate-ARGANNOT",80.21,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.030_946_367.UNKNOWN",1,1179,"+","(Phe)cml","1-1179/1179","========/======","4/4",99.83,80.27,"argannot","X59968:508-1686","(Phe)cml",NA,"ARO:3002690","Streptomyces lividans cmlR","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cml","ABRicate-ARGANNOT",80.27,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.030_951_972.BLA",100,888,"+","(Bla)blaPSV-1","100-888/888",".==============","0/0",88.85,90.49,"argannot","NG_052626:101-988","(Bla)blaPSV-1",NA,"ARO:3006978","PSV-1","Perfect","ARO:0000020,ARO:0000032","carbapenem,cephalosporin","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaPSV-1","ABRicate-ARGANNOT",90.49,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.031_016_017.PPS",1,2616,"+","(Rif)rphD","1-2619/2619","========/======","5/7",99.81,81.88,"argannot","NG_063826:1-2619","(Rif)rphD",NA,"ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","Rif","rphD","ABRicate-ARGANNOT",81.88,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.031_092_788.UNKNOWN",1,474,"+","(Tmt)dfrA6","1-474/474","===============","0/0",100,100,"argannot","Z86002:336-809","(Tmt)dfrA6",NA,"ARO:3004644","dfrA6 from Proteus mirabilis","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","Tmt","dfrA6","ABRicate-ARGANNOT",100,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.031_124_931.CMX",1,1172,"+","(Phe)cml","1-1169/1179","========/======","6/11",98.81,80.1,"argannot","X59968:508-1686","(Phe)cml",NA,"ARO:3002690","Streptomyces lividans cmlR","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cml","ABRicate-ARGANNOT",80.1,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.031_158_552.MEXF",1,3119,"+","(Flq)OqxBgb","1-3119/3153","===============","0/0",98.92,81.85,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",81.85,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.031_197_744.SFLR",1,1184,"+","(Phe)cmlB1","1-1184/1266","===============","0/0",93.52,81,"argannot","NG_036292:776-2041","(Phe)cmlB1",NA,"ARO:3002699","cmlB1","Strict","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cmlB1","ABRicate-ARGANNOT",81,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.031_240_021.UNKNOWN",1,1218,"+","(MLS)mef(A)","1-1218/1218","===============","0/0",100,83.17,"argannot","U70055:314-1531","(MLS)mef(A)",NA,"ARO:3000616","mel","Perfect","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","MLS","mef(A)","ABRicate-ARGANNOT",83.17,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.031_242_543.CAT",1,659,"+","(Phe)catB","1-659/660","===============","0/0",99.85,81.18,"argannot","M93113:145-804","(Phe)catB",NA,"ARO:3002674","Clostridium butyricum catB","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","Phe","catB","ABRicate-ARGANNOT",81.18,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.031_261_572.BLA",14,888,"+","(Bla)blaLRA-1","14-882/888","========/======","4/10",97.64,80.73,"argannot","NG_047484:101-988","(Bla)blaLRA-1",NA,"ARO:3002482","LRA-1","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaLRA-1","ABRicate-ARGANNOT",80.73,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.031_279_933.YBXI",1,816,"+","(Bla)blaOXA-60","1-816/816","===============","0/0",100,91.05,"argannot","AY664505:1-816","(Bla)blaOXA-60",NA,"ARO:3005326","OXA-571","Strict","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-60","ABRicate-ARGANNOT",91.05,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.031_280_129.OXA",4,828,"+","(Bla)blaOXA-22","1-825/825","===============","0/0",100,93.09,"argannot","AF064820:952-1776","(Bla)blaOXA-22",NA,"ARO:3001417","OXA-22","Perfect","ARO:0000032,ARO:0000056,ARO:3000008","cephalosporin,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-22","ABRicate-ARGANNOT",93.09,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.031_292_049.UNKNOWN",1,1157,"+","(Phe)cml","1-1156/1179","========/======","3/5",97.88,81.36,"argannot","X59968:508-1686","(Phe)cml",NA,"ARO:3002690","Streptomyces lividans cmlR","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cml","ABRicate-ARGANNOT",81.36,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.031_294_173.MBL1",1,957,"+","(Bla)blaEAM-1","1-957/957","===============","0/0",100,93.42,"argannot","NG_062208:1","(Bla)blaEAM-1",NA,"ARO:3006873","EAM-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaEAM-1","ABRicate-ARGANNOT",93.42,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.031_321_666.BLA",1,881,"+","(Bla)blaLRA-1","1-881/888","===============","0/0",99.21,90.12,"argannot","NG_047484:101-988","(Bla)blaLRA-1",NA,"ARO:3002482","LRA-1","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaLRA-1","ABRicate-ARGANNOT",90.12,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.031_371_026.VANX",9,604,"+","(Gly)vanX-Sc","9-604/609","========/======","2/4",97.54,80.1,"argannot","AL939117:55404-56012","(Gly)vanX-Sc",NA,"ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanX-Sc","ABRicate-ARGANNOT",80.1,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.031_381_543.UNKNOWN",1,459,"+","(AGly)aac3-Ih","1-459/459","===============","0/0",100,99.56,"argannot","CP000490:509912-510370","(AGly)aac3-Ih",NA,"ARO:3002529","AAC(3)-Id","Loose","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-Ih","ABRicate-ARGANNOT",99.56,"ARO:3000322","AAC(3)","aac"
"GMGC10.031_393_526.AADK",2,839,"+","(AGly)aadK-Pm","32-869/888","===============","0/0",94.37,84.49,"argannot","CP002869:c4442322-4441435","(AGly)aadK-Pm",NA,"ARO:3002627","aadK","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aadK-Pm","ABRicate-ARGANNOT",84.49,"ARO:3000225","ANT(6)","ant"
"GMGC10.031_441_014.AADK",22,831,"+","(AGly)aadK-Pm","70-879/888",".==============","0/0",91.22,85.93,"argannot","CP002869:c4442322-4441435","(AGly)aadK-Pm",NA,"ARO:3002627","aadK","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aadK-Pm","ABRicate-ARGANNOT",85.93,"ARO:3000225","ANT(6)","ant"
"GMGC10.031_443_657.MBL1",71,887,"+","(Bla)blaAIM-1","68-884/912",".=======/======","2/2",89.47,80.69,"argannot","AM998375:1173-2084","(Bla)blaAIM-1",NA,"ARO:3000853","AIM-1","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaAIM-1","ABRicate-ARGANNOT",80.69,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.031_483_912.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,82.23,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",82.23,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.031_484_792.MEXF",1,3131,"+","(Flq)OqxBgb","1-3131/3153","===============","0/0",99.3,87.67,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",87.67,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.031_484_793.MEXE",1,1176,"+","(Flq)OqxA","1-1176/1176","===============","0/0",100,86.82,"argannot","EU370913:46652-47827","(Flq)OqxA",NA,"ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxA","ABRicate-ARGANNOT",86.82,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.031_619_256.FOSB",1,423,"+","(Fcyn)FosA7","1-423/423","===============","0/0",100,93.62,"argannot","LAPJ01000014:36823-37245","(Fcyn)FosA7",NA,"ARO:3004113","FosA7","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","Fcyn","FosA7","ABRicate-ARGANNOT",93.62,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.031_622_146.UNKNOWN",6,857,"+","(AGly)vph","24-875/882","========/======","2/2",96.49,83.24,"argannot","NG_048566:101-982","(AGly)vph",NA,"ARO:3003061","vph","Strict","ARO:0000018","viomycin","ARO:3000053","peptide antibiotic","AGly","vph","ABRicate-ARGANNOT",83.24,"ARO:3004261","viomycin phosphotransferase","vph"
"GMGC10.031_623_991.EXPZ",1,1646,"+","(MLS)srm(B)","1-1646/1653","===============","0/0",99.58,90.1,"argannot","X63451:558-2210","(MLS)srm(B)",NA,"ARO:3002828","srmB","Strict","ARO:3000156","spiramycin","ARO:0000000","macrolide antibiotic","MLS","srm(B)","ABRicate-ARGANNOT",90.1,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.031_625_533.UNKNOWN",2,506,"+","(Phe)cpt","11-515/531","===============","0/0",95.1,81.98,"argannot","NG_051909:101-631","(Phe)cpt",NA,"ARO:3000249","chloramphenicol phosphotransferase","Manual","ARO:3000387","phenicol antibiotic","ARO:3000387","phenicol antibiotic","Phe","cpt","ABRicate-ARGANNOT",81.98,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.031_627_080.UNKNOWN",5,497,"+","(Gly)VanY_Ng","23-515/591","==============.","0/0",83.42,83.57,"argannot","NG_048515:101-691","(Gly)VanY_Ng",NA,"ARO:3002956","vanY gene in vanB cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","VanY_Ng","ABRicate-ARGANNOT",83.57,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.031_648_562.MBL1",1,962,"+","(Bla)blaTHIN-B","1-950/951","========/======","2/12",99.89,81.6,"argannot","AJ250876:37-987","(Bla)blaTHIN-B",NA,"ARO:3000851","THIN-B","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaTHIN-B","ABRicate-ARGANNOT",81.6,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.031_722_181.TETB",1,1380,"+","(Tet)tetK","1-1380/1380","===============","0/0",100,99.93,"argannot","M16217:305-1684","(Tet)tetK",NA,"ARO:3000178","tet(K)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetK","ABRicate-ARGANNOT",99.93,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.031_760_165.CPHA",1,707,"+","(Bla)blaIND-4","1-704/729","========/======","3/7",96.3,82.37,"argannot","AF219135:1-729","(Bla)blaIND-4",NA,"ARO:3002260","IND-4","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaIND-4","ABRicate-ARGANNOT",82.37,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.031_814_783.CAT",1,625,"+","(Phe)catB11","1-625/633","===============","0/0",98.74,83.04,"argannot","NG_050948:101-733","(Phe)catB11",NA,"ARO:3004660","catB11","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","catB11","ABRicate-ARGANNOT",83.04,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.031_870_304.UNKNOWN",1,648,"+","(AGly)kamB","1-648/648","===============","0/0",100,100,"argannot","NG_050562:101-748","(AGly)kamB",NA,"ARO:3004102","kamB","Loose","ARO:0000005,ARO:0000037,ARO:0000049","neomycin,apramycin,kanamycin A","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","kamB","ABRicate-ARGANNOT",100,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.031_914_637.CPHA",1,747,"+","(Bla)blaJOHN-1","1-747/747","===============","0/0",100,84.34,"argannot","AY02846:443-1189","(Bla)blaJOHN-1",NA,"ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaJOHN-1","ABRicate-ARGANNOT",84.34,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.031_925_780.CPHA",1,717,"+","(Bla)blaJOHN-1","1-717/747","===============","0/0",95.98,80.61,"argannot","AY02846:443-1189","(Bla)blaJOHN-1",NA,"ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaJOHN-1","ABRicate-ARGANNOT",80.61,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
