"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","drug","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.037_639_833.SCLAV_1483",55,1038,"+","ole(C)_1","1-978/978","========/======","1/6",100,90.55,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",90.55,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.037_652_216.CAT",2,655,"+","cat86_1","2-655/663","===============","0/0",98.64,92.51,"resfinder","K00544","cat86","Chloramphenicol","ARO:3002672","Bacillus pumilus cat86","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",92.51,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.037_674_245.SCLAV_1483",37,953,"+","ole(C)_1","7-923/978","========/======","12/18",92.84,81.21,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",81.21,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.037_680_529.NHAC",493,1594,"+","tet(35)_1","1-1102/1110","===============","0/0",99.28,83.03,"resfinder","AF353562","tet(35)","Doxycycline;Tetracycline","ARO:3000481","tet(35)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",83.03,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.037_680_621.UNKNOWN",1,1218,"+","mef(A)_1","1-1218/1218","===============","0/0",100,86.78,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",86.78,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.037_720_237.NHAC",493,1602,"+","tet(35)_1","1-1110/1110","===============","0/0",100,99.01,"resfinder","AF353562","tet(35)","Doxycycline;Tetracycline","ARO:3000481","tet(35)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",99.01,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.037_776_537.SCLAV_1483",34,964,"+","otr(C)_1","34-964/1056","========/=====.","12/12",87.59,81.43,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",81.43,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.037_871_887.TETP",42,1889,"+","tet_1","6-1865/1920","========/======","2/12",96.25,87.8,"resfinder","M74049","tet","Doxycycline;Tetracycline;Minocycline","ARO:3007127","Streptomyces lividans otr(A)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",87.8,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.037_872_813.DIMT1",1,780,"+","erm(O)_2","1-780/780","===============","0/0",100,89.49,"resfinder","AJ223970","erm(O)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3001303","ErmO-srmA","Perfect","ARO:0000026,ARO:0000046,ARO:3000156,ARO:3001228","streptogramin antibiotic,lincomycin,spiramycin,carbomycin","ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",89.49,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.037_965_830.SCLAV_1483",43,1026,"+","ole(C)_1","1-978/978","========/======","3/10",99.8,89.25,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",89.25,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.037_976_398.CPHA",1,750,"+","blaB-11_1","1-750/750","===============","0/0",100,99.47,"resfinder","AY348326","blaB-11","","ARO:3005524","BlaB-11","Perfect","ARO:0000020,ARO:3000008","carbapenem,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",99.47,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.038_048_771.UNKNOWN",1,1377,"+","tet(L)_5","1-1377/1377","===============","0/0",100,98.91,"resfinder","X08034","tet(L)","Doxycycline;Tetracycline","ARO:3003196","tet(45)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",98.91,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.038_055_001.MEXF",1,3113,"+","OqxB_1","1-3113/3153","========/======","9/14",98.51,81.28,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.28,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_117_117.UNKNOWN",1,474,"+","aac(6')-Isa_1","1-474/474","===============","0/0",100,85.65,"resfinder","AB116646","aac(6')-Isa","Amikacin;Tobramycin","ARO:3002563","AAC(6')-Isa","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",85.65,"ARO:3000345","AAC(6')","aac"
"GMGC10.038_139_710.BLA",1,867,"+","blaCARB-4_1","1-867/867","===============","0/0",100,99.65,"resfinder","FJ785525","blaCARB-4","Ampicillin;Amoxicillin;Piperacillin","ARO:3002243","","","","","","","ABRicate-ResFinder",99.65,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.038_145_672.STRA",682,1485,"+","aph(3'')-Ib_4","1-804/804","===============","0/0",100,100,"resfinder","AF313472","aph(3'')-Ib","Streptomycin","ARO:3002639","APH(3'')-Ib","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",100,"ARO:3000127","APH(3'')","aph"
"GMGC10.038_154_991.MEXF",1,3119,"+","OqxB_1","1-3119/3153","===============","0/0",98.92,81.69,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.69,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_169_827.MEXF",1,3114,"+","OqxB_1","1-3115/3153","========/======","3/3",98.73,82,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",82,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_175_199.MEXF",1,3130,"+","OqxB_1","1-3130/3153","========/======","4/4",99.21,80.17,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",80.17,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_179_452.MEXF",1,3127,"+","OqxB_1","1-3127/3153","========/======","2/2",99.14,81.78,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.78,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_181_450.MEXF",1,3119,"+","OqxB_1","1-3119/3153","========/======","2/2",98.89,82.15,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",82.15,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_221_062.BLA",1,867,"+","blaCARB-9_1","1-867/867","===============","0/0",100,99.65,"resfinder","AY248038","blaCARB-9","Ampicillin;Amoxicillin;Piperacillin","ARO:3002248","CARB-9","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",99.65,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.038_298_832.UNKNOWN",1,545,"+","aac(2')-Ic_1","1-545/546","===============","0/0",99.82,82.02,"resfinder","U72714","aac(2')-Ic","Gentamicin;Tobramycin","ARO:3002525","AAC(2')-Ic","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",82.02,"ARO:3000341","AAC(2')","aac"
"GMGC10.038_308_359.UNKNOWN",1,534,"+","aac(2')-Ic_1","13-546/546","===============","0/0",97.8,82.77,"resfinder","U72714","aac(2')-Ic","Gentamicin;Tobramycin","ARO:3002525","AAC(2')-Ic","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",82.77,"ARO:3000341","AAC(2')","aac"
"GMGC10.038_326_413.UNKNOWN",1,546,"+","aac(2')-Ic_1","1-546/546","========/======","2/2",99.82,82.27,"resfinder","U72714","aac(2')-Ic","Gentamicin;Tobramycin","ARO:3002525","AAC(2')-Ic","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",82.27,"ARO:3000341","AAC(2')","aac"
"GMGC10.038_345_493.AAC",1,546,"+","aac(2')-Ic_1","1-546/546","===============","0/0",100,80.95,"resfinder","U72714","aac(2')-Ic","Gentamicin;Tobramycin","ARO:3002525","AAC(2')-Ic","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",80.95,"ARO:3000341","AAC(2')","aac"
"GMGC10.038_412_530.YMDC",1,765,"+","aph(3'')-Ic_1","1-765/765","===============","0/0",100,81.05,"resfinder","DQ336355","aph(3'')-Ic","Streptomycin","ARO:3002640","APH(3'')-Ic","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",81.05,"ARO:3000127","APH(3'')","aph"
"GMGC10.038_417_994.UNKNOWN",1,545,"+","aac(2')-Ic_1","1-545/546","===============","0/0",99.82,81.28,"resfinder","U72714","aac(2')-Ic","Gentamicin;Tobramycin","ARO:3002525","AAC(2')-Ic","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",81.28,"ARO:3000341","AAC(2')","aac"
"GMGC10.038_626_978.SCLAV_1483",43,1026,"+","ole(C)_1","1-978/978","========/======","1/6",100,90.75,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",90.75,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_644_764.OXA",1,795,"+","ampH_2","1-795/795","===============","0/0",100,97.61,"resfinder","HQ586946","ampH","","ARO:3008727","OXA-950","Strict","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",97.61,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.038_768_333.PBPC",1,2025,"+","mecB_1","1-2025/2025","===============","0/0",100,99.21,"resfinder","NC_011996","mecB","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam","ARO:3003440","","","","","","","ABRicate-ResFinder",99.21,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.038_770_776.PBPC",1,2037,"+","mecD_1","1-2037/2037","===============","0/0",100,100,"resfinder","KY013611","mecD","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam","ARO:3004185","mecD","Perfect","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",100,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.038_815_923.SCLAV_1483",18,949,"+","otr(C)_1","30-961/1056","========/=====.","12/18",87.41,80.13,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",80.13,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_833_418.SCLAV_1483",52,1035,"+","ole(C)_1","1-978/978","========/======","1/6",100,86.79,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",86.79,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.038_850_770.YBXI",1,825,"+","blaOXA-211_1","1-825/825","===============","0/0",100,89.45,"resfinder","JN861779","blaOXA-211","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid","ARO:3001710","OXA-211","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",89.45,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.038_878_517.YBXI",1,855,"+","blaOXA-296_1","1-855/855","===============","0/0",100,90.88,"resfinder","APOH01000009","blaOXA-296","","ARO:3001751","OXA-296","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",90.88,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.038_883_974.AACA7",1,381,"+","aac(6')-29a_1","16-396/396","===============","0/0",96.21,100,"resfinder","AF263519","aac(6')-29a","Amikacin;Tobramycin","ARO:3002583","AAC(6')-29a","Loose","ARO:0000007,ARO:0000013,ARO:0000049,ARO:0000052,ARO:3000652","dibekacin,amikacin,kanamycin A,tobramycin,isepamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",100,"ARO:3000345","AAC(6')","aac"
"GMGC10.038_989_760.BLT",1,1236,"+","tet(42)_1","52-1287/1287","===============","0/0",96.04,89,"resfinder","EU523697","tet(42)","Doxycycline;Tetracycline","ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",89,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.038_998_495.TETV",40,1276,"+","tet(V)_1","25-1255/1260","========/======","4/10",97.54,82.49,"resfinder","AF030344","tet(V)","Doxycycline;Tetracycline","ARO:3000181","tet(V)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",82.49,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.039_005_723.UNKNOWN",286,819,"+","ant(2'')-Ia_1","1-534/534","===============","0/0",100,100,"resfinder","X04555","ant(2'')-Ia","Gentamicin;Tobramycin","ARO:3000230","ANT(2'')-Ia","Perfect","ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3007382","dibekacin,sisomicin,kanamycin A,tobramycin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",100,"ARO:3004276","ANT(2'')","ant"
"GMGC10.039_045_695.FOSB",1,416,"+","fosB1_1","1-416/417","===============","0/0",99.76,91.83,"resfinder","CP001903","fosB1","Fosfomycin","ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",91.83,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.039_046_024.UNKNOWN",1,951,"+","blaZ_12","1-951/951","===============","0/0",100,92.11,"resfinder","M15195","blaZ","Amoxicillin;Ampicillin;Penicillin;Piperacillin","ARO:3007101","BcIII","Strict","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",92.11,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.039_050_043.KNT",1,771,"+","aadD_1","1-771/771","===============","0/0",100,95.2,"resfinder","AF181950","aadD","Amikacin;Tobramycin","ARO:3002623","ANT(4')-Ia","Strict","ARO:0000007,ARO:0000013,ARO:0000052,ARO:3000652","dibekacin,amikacin,tobramycin,isepamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",95.2,"ARO:3000229","ANT(4')","ant"
"GMGC10.039_052_787.UNKNOWN",1,951,"+","blaZ_12","1-951/951","===============","0/0",100,91.48,"resfinder","M15195","blaZ","Amoxicillin;Ampicillin;Penicillin;Piperacillin","ARO:3007101","BcIII","Strict","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",91.48,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.039_052_825.FOSA",6,417,"+","fosB_5","6-417/417","===============","0/0",98.8,94.9,"resfinder","AJ605334","fosB","Fosfomycin","ARO:3005100","FosB2","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",94.9,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.039_064_668.FOSA",1,420,"+","fosB2_1","1-420/420","===============","0/0",100,98.57,"resfinder","AE016879","fosB2","Fosfomycin","ARO:3005100","FosB2","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",98.57,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.039_138_467.CAT",1,613,"+","catB1_1","1-613/630","===============","0/0",97.3,86.79,"resfinder","M58472","catB1","Chloramphenicol","ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",86.79,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.039_146_440.CAT",1,622,"+","catB1_1","1-622/630","===============","0/0",98.73,91.96,"resfinder","M58472","catB1","Chloramphenicol","ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",91.96,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.039_514_553.EXPZ",52,1652,"+","tlr(C)_1","16-1616/1647","========/======","2/4",97.09,81.1,"resfinder","M57437","tlr(C)","Tylosin","ARO:3002827","tlrC","Perfect","ARO:0000046,ARO:3000145,ARO:3001224","lincomycin,tylosin,mycinamicin","ARO:0000000,ARO:0000000,ARO:0000017","macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic","ABRicate-ResFinder",81.1,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.039_518_222.SCLAV_1483",43,1026,"+","ole(C)_1","1-978/978","========/======","1/6",100,88.21,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",88.21,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.039_579_545.MEXF",1,3104,"+","OqxB_1","1-3104/3153","========/======","11/16",98.19,80.14,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",80.14,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.039_723_947.MEXE",1,1179,"+","OqxA_1","1-1176/1176","========/======","1/3",100,80.15,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",80.15,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.039_723_948.MEXF",1,3125,"+","OqxB_1","1-3125/3153","========/======","2/2",99.08,86.47,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",86.47,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.039_872_352.FTSI",1,1746,"+","penA_1","1-1746/1746","===============","0/0",100,87.34,"resfinder","AF515059","penA","","ARO:3004185","mecD","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",87.34,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.039_884_853.NHAC",493,1602,"+","tet(35)_1","1-1110/1110","===============","0/0",100,85.68,"resfinder","AF353562","tet(35)","Doxycycline;Tetracycline","ARO:3000481","tet(35)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",85.68,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.039_957_539.MEXF",1,3123,"+","OqxB_1","1-3123/3153","===============","0/0",99.05,81.88,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.88,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.039_971_535.FOLP",340,1221,"+","sul1_11","1-882/882","===============","0/0",100,100,"resfinder","DQ914960","sul1","Sulfamethoxazole","ARO:3000410","sul1","Strict","ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699","sulfadiazine,sulfadimidine,sulfadoxine,sulfamethoxazole,sulfisoxazole,sulfacetamide,mafenide,sulfasalazine,sulfamethizole","ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282","sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic","ABRicate-ResFinder",100,"ARO:3004238","sulfonamide resistant sul","sul"
"GMGC10.039_994_952.SCLAV_1483",37,1020,"+","ole(C)_1","1-978/978","========/======","3/10",99.8,87.32,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",87.32,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.040_273_544.UNKNOWN",1,1260,"+","tetA(P)_1","1-1263/1263","========/======","1/3",99.76,87.57,"resfinder","AB054980","tetA(P)","Doxycycline;Tetracycline","ARO:3000180","tetA(P)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",87.57,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.040_281_599.SCLAV_1483",17,957,"+","otr(C)_1","29-969/1056","========/=====.","10/10",88.64,80.44,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",80.44,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.040_295_342.UNKNOWN",136,873,"+","blaOXA-152_1","121-858/858","..=============","0/0",86.01,81.03,"resfinder","KP771980","blaOXA-152","","ARO:3001457","OXA-152","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",81.03,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.040_386_571.UNKNOWN",1,1170,"+","tet(41)_1","13-1182/1182","===============","0/0",98.98,92.48,"resfinder","AY264780","tet(41)","Doxycycline;Tetracycline","ARO:3000569","tet(41)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",92.48,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
