"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","ARG.class","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.042_258_812.LDHA",9,905,"+","vanH-Ac1","153-1052/1056","..======/======","1/3",84.94,80.33,"ncbi","NG_048373.1","D-lactate dehydrogenase VanH-Ac1","VANCOMYCIN","ARO:3002948","vanH gene in vanO cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",80.33,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_266_274.CUTR",1,652,"+","vanR-O","10-661/702","===============","0/0",92.88,83.59,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.59,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_269_437.DDL",2,1035,"+","vanA-Sc","11-1041/1041","========/======","5/7",98.85,81.37,"ncbi","NG_048329.1","D-alanine--(R)-lactate ligase VanA-Sc","VANCOMYCIN","ARO:3003723","vanI","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",81.37,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_269_438.VANX",1,606,"+","vanX-Ac1","1-606/615","===============","0/0",98.54,80.86,"ncbi","NG_048478.1","D-Ala-D-Ala dipeptidase VanX-Ac1","VANCOMYCIN","ARO:3002954","vanX gene in vanO cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",80.86,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_269_442.CUTR",1,647,"+","vanR-O","16-662/702","===============","0/0",92.17,87.17,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",87.17,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_320_585.CPHA",1,738,"+","blaALI-1","1-738/738","===============","0/0",100,98.64,"ncbi","NG_057427.1","subclass B1 metallo-beta-lactamase ALI-1","CARBAPENEM","ARO:3006894","ALI-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",98.64,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.042_328_824.PPS",1,2603,"+","rphC","1-2606/2607","========/======","6/21",99.5,84.05,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",84.05,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.042_331_079.YCBJ",1,924,"+","mphK","1-921/921","========/======","1/3",100,87.23,"ncbi","NG_065846.1","macrolide 2'-phosphotransferase MphK","MACROLIDE","ARO:3004541","mphK","Perfect","ARO:0000057,ARO:3000158","telithromycin,azithromycin","ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",87.23,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"GMGC10.042_372_525.VANX",2,609,"+","vanX-Sc","2-609/609","========/======","4/8",99.18,83.33,"ncbi","NG_048500.1","D-Ala-D-Ala dipeptidase VanX-Sc","VANCOMYCIN","ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",83.33,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_372_534.FEMA",102,1215,"+","vanK-Sc","45-1194/1194","========/======","2/36",93.3,85.04,"ncbi","NG_055982.1","peptidoglycan bridge formation peptidyltransferase VanK-Sc","VANCOMYCIN","ARO:3003727","vanK gene in vanI cluster","Loose","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",85.04,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_372_539.CUTR",1,653,"+","vanR-O","10-662/702","===============","0/0",93.02,84.84,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.84,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_414_229.VANX",13,598,"+","vanX-Sc","13-599/609","========/======","5/5",95.89,80.98,"ncbi","NG_048500.1","D-Ala-D-Ala dipeptidase VanX-Sc","VANCOMYCIN","ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",80.98,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_430_117.CUTR",2,658,"+","vanR-O","11-667/702","===============","0/0",93.59,83.56,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.56,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_460_999.CUTR",1,638,"+","vanR-O","25-662/702","===============","0/0",90.88,83.54,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.54,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_494_190.BLA",1,981,"+","blaDES-1","1-975/975","========/======","8/14",99.59,82.94,"ncbi","NG_049054.1","class A extended-spectrum beta-lactamase DES-1","BETA-LACTAM","ARO:3004780","","","","","","","ABRicate-NCBI",82.94,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.042_613_600.CUTR",9,694,"+","vanR-O","9-694/702","===============","0/0",97.72,83.67,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.67,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_615_625.CUTR",1,661,"+","vanR-O","1-661/702","===============","0/0",94.16,84.57,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.57,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_660_626.PPS",1,2614,"+","rphC","1-2605/2607","========/======","2/9",99.92,83.67,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",83.67,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.042_681_673.CUTR",2,670,"+","vanR-O","11-679/702","===============","0/0",95.3,85.05,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",85.05,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_706_310.CAT",4,540,"+","catB7","7-543/639","=============..","0/0",84.04,82.12,"ncbi","NG_047614.1","type B-4 chloramphenicol O-acetyltransferase CatB7","CHLORAMPHENICOL","ARO:3002679","Pseudomonas aeruginosa catB7","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-NCBI",82.12,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.042_764_730.VANX",1,604,"+","vanX-Sc","1-604/609","===============","0/0",99.18,80.3,"ncbi","NG_048500.1","D-Ala-D-Ala dipeptidase VanX-Sc","VANCOMYCIN","ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",80.3,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_764_731.DDL",7,1041,"+","vanA-Sc","7-1041/1041","===============","0/0",99.42,81.74,"ncbi","NG_048329.1","D-alanine--(R)-lactate ligase VanA-Sc","VANCOMYCIN","ARO:3003723","vanI","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",81.74,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_764_734.UNKNOWN",3,1128,"+","vanK-Sc","39-1194/1194","========/======","8/32",94.22,84.1,"ncbi","NG_055982.1","peptidoglycan bridge formation peptidyltransferase VanK-Sc","VANCOMYCIN","ARO:3003727","vanK gene in vanI cluster","Loose","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",84.1,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_764_735.CUTR",1,656,"+","vanR-O","10-665/702","===============","0/0",93.45,85.21,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",85.21,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_775_220.LDHA",1,915,"+","vanH-O","139-1053/1053",".==============","0/0",86.89,81.53,"ncbi","NG_048389.1","D-lactate dehydrogenase VanH-O","VANCOMYCIN","ARO:3002948","vanH gene in vanO cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",81.53,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_775_221.DDL",1,1041,"+","vanO","1-1041/1041","========/======","2/2",99.9,88.29,"ncbi","NG_048398.1","D-alanine--(R)-lactate ligase VanO","VANCOMYCIN","ARO:3002913","vanO","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",88.29,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_775_222.VANX",2,609,"+","vanX-O","2-609/609","===============","0/0",99.84,86.35,"ncbi","NG_048496.1","D-Ala-D-Ala dipeptidase VanX-O","VANCOMYCIN","ARO:3002954","vanX gene in vanO cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",86.35,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_793_711.CPHA",1,747,"+","blaJOHN-1","1-747/747","===============","0/0",100,82.33,"ncbi","NG_049239.1","subclass B1 metallo-beta-lactamase JOHN-1","CARBAPENEM","ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",82.33,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.042_832_378.CUTR",1,696,"+","vanR-O","10-702/702","========/======","1/3",98.72,84.48,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.48,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_839_771.CUTR",29,680,"+","vanR-O","11-662/702","===============","0/0",92.88,84.82,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.82,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.042_843_578.PPS",1,2616,"+","rphD","1-2619/2619","========/======","3/5",99.85,86.83,"ncbi","NG_063826.1","rifamycin-inactivating phosphotransferase RphD","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",86.83,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.042_852_384.CPHA",1,747,"+","blaJOHN-1","1-747/747","===============","0/0",100,81.39,"ncbi","NG_049239.1","subclass B1 metallo-beta-lactamase JOHN-1","CARBAPENEM","ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",81.39,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.042_860_122.UNKNOWN",1,486,"+","aac(6')_Strep","1-486/486","===============","0/0",100,100,"ncbi","NG_052293.1","aminoglycoside 6'-N-acetyltransferase","AMINOGLYCOSIDE","ARO:3002549","AAC(6')-Ic","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",100,"ARO:3000345","AAC(6')","aac"
"GMGC10.042_945_386.LSA",1,1478,"+","lsa(C)","1-1478/1479","===============","0/0",99.93,84.17,"ncbi","NG_047934.1","ABC-F type ribosomal protection protein Lsa(C)","LINCOSAMIDE;STREPTOGRAMIN","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-NCBI",84.17,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.042_946_058.CUTR",1,660,"+","vanR-O","10-669/702","===============","0/0",94.02,84.85,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",84.85,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_013_742.ERMX",1,800,"+","erm(F)","1-800/801","===============","0/0",99.88,90.38,"ncbi","NG_047825.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)","MACROLIDE","ARO:3000498","ErmF","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-NCBI",90.38,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.043_049_395.PPS",1,2615,"+","rphC","1-2606/2607","========/======","3/9",99.96,88.34,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",88.34,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.043_069_564.TETP",1,1920,"+","tet(O)","1-1920/1920","===============","0/0",100,94.58,"ncbi","NG_048254.1","tetracycline resistance ribosomal protection protein Tet(O)","TETRACYCLINE","ARO:3000190","tet(O)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",94.58,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.043_071_219.ERMA",191,924,"+","erm(T)","1-735/735","========/======","1/1",99.86,99.73,"ncbi","NG_047841.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)","MACROLIDE","ARO:3000595","ErmT","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-NCBI",99.73,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.043_077_913.UNKNOWN",1,870,"+","blaOXA-729","1-870/870","===============","0/0",100,99.19,"ncbi","NG_061383.1","OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-729","BETA-LACTAM","ARO:3005934","OXA-729","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",99.19,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.043_083_551.TETP",1,1920,"+","tet(W)","1-1920/1920","========/======","2/2",99.95,97.19,"ncbi","NG_048292.1","tetracycline resistance ribosomal protection protein Tet(W)","TETRACYCLINE","ARO:3000194","tet(W)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",97.19,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.043_131_224.PPS",22,2610,"+","rphC","22-2601/2607","========/======","2/9",98.96,82.66,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",82.66,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.043_148_344.VATB",1,625,"+","vat(I)","1-625/633","===============","0/0",98.74,90.08,"ncbi","NG_055656.1","streptogramin A O-acetyltransferase Vat(I)","STREPTOGRAMIN","ARO:3003987","VatI","Perfect","ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674","virginiamycin M1,madumycin II,griseoviridin,dalfopristin","ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-NCBI",90.08,"ARO:3000233","streptogramin inactivation enzyme","vat"
"GMGC10.043_148_447.UNKNOWN",1,498,"+","aacA35","58-555/555",".==============","0/0",89.73,99.8,"ncbi","NG_047269.1","AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35","GENTAMICIN;KANAMYCIN;TOBRAMYCIN","ARO:3002594","AAC(6')-IIa","Strict","ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379,ARO:3007382","dibekacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",99.8,"ARO:3000345","AAC(6')","aac"
"GMGC10.043_152_612.CAT",598,1230,"+","catB8","1-633/633","===============","0/0",100,100,"ncbi","NG_047616.1","type B-3 chloramphenicol O-acetyltransferase CatB8","CHLORAMPHENICOL","ARO:3002680","catB8","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-NCBI",100,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.043_200_172.AAC",1,480,"+","aac(2')-Ib","1-482/588","========/====..","2/2",81.63,85.27,"ncbi","NG_047227.1","aminoglycoside N-acetyltransferase AAC(2')-Ib","GENTAMICIN;TOBRAMCYIN","ARO:3002524","AAC(2')-Ib","Perfect","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",85.27,"ARO:3000341","AAC(2')","aac"
"GMGC10.043_201_146.ERMX",1,741,"+","erm(39)","1-741/741","========/======","2/2",99.87,81.54,"ncbi","NG_047782.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(39)","MACROLIDE","ARO:3000602","Erm(39)","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-NCBI",81.54,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
